note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword
65e5e88d00000000040010e3,normal,左滑一下少一件,#程序员[话题]# #宝宝辅食[话题]# #健身[话题]# #反差[话题]#,,1709566093000,1709612828000,5da2d3b80000000001004d58,文弱李工,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313b50b8cg8005nd2qes08jao0bpjf40,1千+,10+,10+,10+,,"http://sns-webpic-qc.xhscdn.com/202412101331/05226a58d111475c7025deaf8be6c0e4/1040g2sg30vut5b72lu705nd2qes08jaob8d3q6g!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/a8a8fda42b0db7afc7e29087643a1986/1040g2sg30vu68s71m62g5nd2qes08jaojm3ikeo!nd_dft_wgth_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/5c26a67913e4012a6951faa20c771882/1040g2sg30vu68s71m6305nd2qes08jao4k6elc8!nd_dft_wgth_jpg_3","程序员,宝宝辅食,健身,反差",1733808685890,https://www.xiaohongshu.com/explore/65e5e88d00000000040010e3?xsec_token=ABs4Dfh45AtoV2ojVNyBzqSbz6NHdbe7ISzYca2lnYEuA=&xsec_source=pc_search,程序员
66d2db2b000000001d0155b3,normal,兜兜转转又穿回程序员格子衫,#穿搭[话题]#  #碎片[话题]#,,1725094699000,1725095087000,566aec41b8c8b46a7d5af5ec,气功大师,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30saukt96ike0440mmcm43tfcv830o6o,1千+,10+,10+,10+,,"http://sns-webpic-qc.xhscdn.com/202412101331/f3e009e75424e55a4c41281255f78192/1040g0083175jfulh3m00440mmcm43tfcfspp0b0!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/9b177353c1a1657dee96429fbeb626a8/1040g0083175jfulh3m10440mmcm43tfc4531p80!nd_dft_wlteh_jpg_3","穿搭,碎片",1733808685893,https://www.xiaohongshu.com/explore/66d2db2b000000001d0155b3?xsec_token=AB-pcQvGPneo_ttXNZbFZt75-EXB-XriqOhSitBIEl0q4=&xsec_source=pc_search,程序员
66c2e2d3000000001f03f89a,normal,北京时间8月19日下午两点被确诊,"领导在群里这么说 然而身为三无二本的我还在群里
大龄女程序媛没有春天#女程序猿[话题]# #牛马日常[话题]# #计算机寒冬[话题]# #女程序员[话题]# 👩‍💻",,1724048083000,1724048084000,5886bcfa50c4b435a35cc80c,赵赵赵赵赵金艺,https://sns-avatar-qc.xhscdn.com/avatar/5886bcfa50c4b435a35cc80c.jpg,1千+,1千+,1千+,1千+,,"http://sns-webpic-qc.xhscdn.com/202412101331/18b0cb64555f85dd5e723dc5afa6ce17/1040g2sg316lvueenjc7g492mquufli0ceq5o5lo!nd_dft_wgth_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/389f753b24238cf4860a4f04537ad8cd/1040g2sg316lvueenjc80492mquufli0cjashn10!nd_dft_wgth_jpg_3","女程序猿,牛马日常,计算机寒冬,女程序员",1733808685894,https://www.xiaohongshu.com/explore/66c2e2d3000000001f03f89a?xsec_token=ABvo18jVKRc8ckw8lu4gNXyIUApKh_0tu55DsZCJsmUvE=&xsec_source=pc_search,程序员
66fa404a000000002c015b5d,normal,当程序员减重30斤并学会打扮后,"每个人都是潜力股
	
#男生[话题]# #程序员[话题]# #爆改[话题]# #反差[话题]# #减肥动力[话题]#",,1727676490000,1727676490000,627a2adb0000000021023343,落雨辰辰,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31147t7e96g005ojq5bdoccq3linqn08,1千+,10+,1千+,1千+,,"http://sns-webpic-qc.xhscdn.com/202412101331/61380f39fcb8d19ac52c3c80e75afdaf/1040g008318c2bv5s4c005ojq5bdoccq35bekls8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/c55fd01b7a6b778dcad6b73fcda6b959/1040g008318c2bv5s4c0g5ojq5bdoccq3oglhib8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/6d553c46cece05f54dc9300ef292d52f/1040g008318c2bv5s4c105ojq5bdoccq396srum8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/ebfbb309a3492abe1523388995767b8d/1040g008318c2bv5s4c1g5ojq5bdoccq31nm5jg8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/18361c4f811d8ac4d89ffcee32f19d1e/1040g008318c2bv5s4c205ojq5bdoccq3rus1su8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/ef09b99d16cab47eaf22f6dbffc38fd5/1040g008318c2bv5s4c2g5ojq5bdoccq3lql0ar8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/3ea2c5694a7b7c8d659058139295c611/1040g008318c2bv5s4c305ojq5bdoccq38jokgoo!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/028e97a18b90c2348042a9d10c973b39/1040g008318c2bv5s4c3g5ojq5bdoccq3m94m63o!nd_dft_wlteh_jpg_3","男生,程序员,爆改,反差,减肥动力",1733808685896,https://www.xiaohongshu.com/explore/66fa404a000000002c015b5d?xsec_token=ABtNmp45D-HYkJdhUAeNsHnXARcRNxWadTMH4W91lGPV0=&xsec_source=pc_search,程序员
6662b792000000000e032007,normal,只有程序员才懂的梗,"我最开始写这段代码的时候，只有我和上帝知道这段代码是什么意思。
过了一周之后，只有上帝知道了。  #没想到你是这样的程序员[话题]#  #今日分享[话题]#  #程序员职业生活大赏[话题]#  #开心一下[话题]#",,1717745554000,1717745555000,61b00b120000000010008770,nnnnnn,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo319vp1m6h7e005odg1c9411rgnch2d48,1千+,10+,10+,10+,,http://sns-webpic-qc.xhscdn.com/202412101331/ed3e43af01b41afd2288f8e4167ac0a8/spectrum/1040g0k0313o33k7ahg005odg1c9411rg90hclk8!nd_dft_wgth_jpg_3,"没想到你是这样的程序员,今日分享,程序员职业生活大赏,开心一下",1733808685898,https://www.xiaohongshu.com/explore/6662b792000000000e032007?xsec_token=ABhJcC1QxmPKrlKIuayKNlwcRhN1wpagAyF2xv4shc5yM=&xsec_source=pc_search,程序员
66e1d751000000001e0184b6,normal,幸好当年没转码,"幸好当年没转码，横空冲出来一个ChatGPT，刚开始还说代替不了人类，最近越来越猖狂。
很多大厂都开始节流，其中一个重点环节就是降低招收NG，入门级码农基本没有存在的必要了...
表妹三年前入读NYU，借鉴了我这个“艺术生”的生活状态，硬着头皮读了自己不喜欢的CS，就是为了图毕业好找工作。结果读一半出个ChatGPT，现在看着学长学姐一个个找不到工作或被裁，她开始提前进入“中年危机”了。
	
老有人问我为什么学电影这么不practical的专业。
现在看来，虽然也挺坑，但至少读了自己喜欢的东西，不枉青春一场。
世界变得太快，谁真能掌握明天的成功密码？自己先爽了算吧。
处处算进到头落空，不是比摆烂等船直更让人心塞么？
	
现在拿CPT顺手读读MS IT，虽然也不能变成coder或真的IT人，至多是算加个加个技能buff。
但恰恰是因为不指望靠它就业，反倒学起来没那么心烦。
	
#day1cpt[话题]# #留学日常[话题]# #我的留学生活[话题]# #转码[话题]# #码农[话题]# #文科生找工作[话题]# #文科生[话题]# #北美文科[话题]# #北美留学[话题]# #北美工作机会[话题]#
#美国工作[话题]# #西崖大学[话题]# #MSIT[话题]# #day1cpt[话题]#",,1726076753000,1726076754000,646e90de000000002a036729,LA春江鸭🐣,https://sns-avatar-qc.xhscdn.com/avatar/6471461781e8149d5a0ccadf.jpg,1千+,1千+,10+,10+,,http://sns-webpic-qc.xhscdn.com/202412101331/0480cbf1d3ea1b924f020c7021f84c1f/1040g008317k7os3n46005p3ei3fampp9g90g0t8!nd_dft_wlteh_jpg_3,"day1cpt,留学日常,我的留学生活,转码,码农,文科生找工作,文科生,北美文科,北美留学,北美工作机会,美国工作,西崖大学,MSIT",1733808685899,https://www.xiaohongshu.com/explore/66e1d751000000001e0184b6?xsec_token=ABCSMC0kVqHLhQ4wxyBkA7q_JfAiiKttjLUNu9JLFIbnw=&xsec_source=pc_search,程序员
6203944a000000002103f9ab,video,程序员的刻板印象/最近喜欢的饰品APM,"萌新程序员在线聊天[doge]
顺便分享下最近喜欢的饰品APM Monaco。最近偏爱酷酷的街头风和不被定义的中性感，手工编织的红绳不羁又自由，坚硬的锆石缜密又理性。日常穿搭之余配上颈绳，为日常生活添加一丝艺术气息
#没想到你是这样的程序员[话题]# #程序员日常[话题]# #每日穿搭[话题]#",http://sns-video-bd.xhscdn.com/pre_post/01022901kl64ko1fqu902127opl1j5ss7e,1644411004000,1644409954000,5f09d4a800000000010076a1,超级小華,https://sns-avatar-qc.xhscdn.com/avatar/606b33b7808d43f7c753fd2f.jpg,1千+,10+,10+,10+,,http://sns-webpic-qc.xhscdn.com/202412101331/d7e4055e002d5c12a3c6b82b614b09eb/01022901kl64ko1fqu9011344ux0mu5onx!nd_dft_wgth_jpg_3,"没想到你是这样的程序员,程序员日常,每日穿搭",1733808685901,https://www.xiaohongshu.com/explore/6203944a000000002103f9ab?xsec_token=ABCFNK6MeN7MGZ2PC9iNIc4M6eeLBoOteDlr5Yonh3fMo=&xsec_source=pc_search,程序员
66e7af7400000000270043d8,normal,感觉程序员这个行业跟做🐔一模一样,"高薪青春饭，35岁落得一身病
要么自己干不下去灰头土脸滚蛋
要么混到上边管理层继续当老鸨
没时间搞社交，一点实权都没有，社会地位约等于0，亲戚朋友除了借钱也不会高看你一眼
所以花这么多年拿了个学历，不如少走十年弯路，直接出来卖
#程序员职业生活大赏[话题]#",,1726459764000,1726459764000,6422e4d90000000011022de0,NULL,https://sns-avatar-qc.xhscdn.com/avatar/646fa732842b3cb3bae56129.jpg,1千+,10+,1千+,1千+,,http://sns-webpic-qc.xhscdn.com/202412101331/9c0833c3458c3848a176e850eef6de77/1040g2sg317pud5pkk6705p12sjckcbf0uu5gii0!nd_dft_wlteh_jpg_3,程序员职业生活大赏,1733808685903,https://www.xiaohongshu.com/explore/66e7af7400000000270043d8?xsec_token=AB1Ns4A098wgJXc5lrv04HF0S5tlrIzrN9gqxAYLilwfI=&xsec_source=pc_search,程序员
658ea77c000000001c012a5f,normal,程序员：代码能跑就不要动,#程序员[话题]# #没想到你是这样的程序员[话题]# #搞笑幽默[话题]#,,1703847804000,1703847805000,63aba32e0000000026004819,技术民工,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30tqfh4j7ko6g5otbkcn9gi0p7h6gblg,1千+,10+,10+,10+,,http://sns-webpic-qc.xhscdn.com/202412101331/f193607e77bf4d033ef26785e2470d7f/1040g2sg30t8tuaml3s505otbkcn9gi0pifflc1g!nd_dft_wgth_jpg_3,"程序员,没想到你是这样的程序员,搞笑幽默",1733808685906,https://www.xiaohongshu.com/explore/658ea77c000000001c012a5f?xsec_token=ABQBV-1gttkRHtg3tlgoR7KIBi35rJBFnAq-gj-zzC1BY=&xsec_source=pc_search,程序员
66ac79c50000000027010e6d,normal,程序员秒懂的地狱笑话,#程序员[话题]# #编程[话题]# #开发[话题]##就业[话题]# #应届生找工作[话题]# #求职[话题]#,,1722579397000,1722579398000,669e0fb40000000024022f0b,蜡笔不小心,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315kle6rnio005pku1uq94bobghru218,1千+,10+,10+,1千+,,"http://sns-webpic-qc.xhscdn.com/202412101331/9366d2aa2a99761fa2a3ab91bed65f12/1040g008315v1ete41a0g5pku1uq94bobeojcsuo!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/a35231ad6229e8db44c8cc00824d13cb/1040g008315v1ete41a105pku1uq94bob9uduvg8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/8ae0f0627d2821f3682b91354a562273/1040g008315v1ete41a1g5pku1uq94bobq70cth8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/f1ab4c4d9e0ecb5ebf91305143983e6a/1040g008315v1ete41a205pku1uq94bob5ln4j5g!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/422b5912a2593696713da6cb701d6993/1040g008315v1ete41a2g5pku1uq94bobt9uvntg!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/815c6737bf84c48c81bafcd68491ae35/1040g008315v1ete41a305pku1uq94bob4f2knro!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/5862b9883f53894306b4363a1f733d59/1040g008315v1ete41a3g5pku1uq94bobil0i3mg!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/495dcef785e8a212078ce2dc73c77630/1040g008315v1ete41a405pku1uq94bobml7p7ug!nd_dft_wgth_jpg_3","程序员,编程,开发,就业,应届生找工作,求职",1733808685909,https://www.xiaohongshu.com/explore/66ac79c50000000027010e6d?xsec_token=ABBsgPuC_Lw7UDtYSsP_M1Kd8tda5amXNd-WdgPeGAH-4=&xsec_source=pc_search,程序员
674825a10000000002039a5f,normal,程序员日常 | 程序员为什么不能一次性写,"真是一行写功能，十行防“刁民”呀
﻿#程序员[话题]#﻿ ﻿#当代职场人[话题]#﻿ ﻿#编程[话题]#﻿ ﻿#程序员日常[话题]#﻿",,1732781473000,1732781521000,5fc114710000000001007385,程序员小帅,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo319ovdncknc705nu12hog8ss5olhqlug,1千+,10+,10+,1千+,山东,"http://sns-webpic-qc.xhscdn.com/202412101331/0cfb209ca08bfcd54092f9d8152431ef/spectrum/1040g34o31ao4qdrvmu0g5nu12hog8ss546af7hg!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/db83c0e82e2a3f39ad9165d5e920d29e/spectrum/1040g34o31ao4qhe56o005nu12hog8ss5dnk9kao!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/131ac2a9d9066122d6fff060b9361563/spectrum/1040g34o31ao4qjlk6q0g5nu12hog8ss5ghc21n0!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412101331/a62234788633fad72e4fdb2dd192c896/spectrum/1040g0k031ao4qlipmq005nu12hog8ss5fjne6fo!nd_dft_wlteh_jpg_3","程序员,当代职场人,编程,程序员日常",1733808693962,https://www.xiaohongshu.com/explore/674825a10000000002039a5f?xsec_token=ABpuqzcCgNSgME-Ya_AfcZYfOG3KYhQlSrlwq-as9c_iU=&xsec_source=pc_search,程序员
